texto,emocao
O cheiro do esgoto era muito forte.,nojo
Fui mal interpretado e isso me irritou.,raiva
A pia estava cheia de restos de comida.,nojo
Tive uma tarde leve e cheia de risos.,alegria
Ganhei um sorteio inesperadamente.,surpresa
O cheiro do esgoto era muito forte.,nojo
Fiquei enojado com a cena do filme.,nojo
Perdi minha carteira e fiquei desanimado.,tristeza
Encontrei comida estragada no armário.,nojo
Perdi minha carteira e fiquei desanimado.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Me perdi na cidade e fiquei apreensivo.,medo
Fiquei furioso com a injustiça na partida.,raiva
Recebi uma encomenda sem aviso prévio.,surpresa
Fui mal interpretado e isso me irritou.,raiva
Senti uma energia positiva o dia inteiro.,alegria
A tempestade forte me deixou inquieto.,medo
Hoje acordei sorrindo à toa.,alegria
Fui chamado para um evento exclusivo.,surpresa
Tive medo de errar na apresentação.,medo
As lembranças antigas me fizeram chorar.,tristeza
O filme de terror me causou arrepios.,medo
Choveu o dia todo e isso me deixou triste.,tristeza
Ouvi passos atrás de mim e acelerei o passo.,medo
A pia estava cheia de restos de comida.,nojo
Perdi muito tempo esperando em fila.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Fiquei nervoso durante o exame médico.,medo
Fui chamado para um evento exclusivo.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
A pia estava cheia de restos de comida.,nojo
Descobri uma nova habilidade em mim.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Fui mal interpretado e isso me irritou.,raiva
Encontrei um velho amigo na rua por acaso.,surpresa
Me ignoraram em uma conversa importante.,raiva
Senti falta de alguém especial durante a noite.,tristeza
O filme de terror me causou arrepios.,medo
Recebi uma resposta grossa de um colega.,raiva
Fiquei furioso com a injustiça na partida.,raiva
Fiquei enojado com a cena do filme.,nojo
Tive uma tarde leve e cheia de risos.,alegria
As lembranças antigas me fizeram chorar.,tristeza
A tempestade forte me deixou inquieto.,medo
Descobri uma nova habilidade em mim.,surpresa
Fiquei enojado com a cena do filme.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
A tempestade forte me deixou inquieto.,medo
A paisagem estava tão bonita que me senti em paz.,alegria
Ganhei um abraço inesperado que me alegrou.,alegria
Terminei meu projeto e estou orgulhoso.,alegria
Fiquei nervoso durante o exame médico.,medo
As lembranças antigas me fizeram chorar.,tristeza
As lembranças antigas me fizeram chorar.,tristeza
A paisagem estava tão bonita que me senti em paz.,alegria
Fiquei furioso com a injustiça na partida.,raiva
Assisti a uma despedida emocionante.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Perdi minha carteira e fiquei desanimado.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Hoje acordei sorrindo à toa.,alegria
Fiquei furioso com a injustiça na partida.,raiva
Fui chamado para um evento exclusivo.,surpresa
Descobri uma nova habilidade em mim.,surpresa
Perdi minha carteira e fiquei desanimado.,tristeza
Fiquei nervoso durante o exame médico.,medo
Ganhei um sorteio inesperadamente.,surpresa
Perdi minha carteira e fiquei desanimado.,tristeza
Ouvi passos atrás de mim e acelerei o passo.,medo
Perdi muito tempo esperando em fila.,raiva
Havia poeira acumulada em todos os cantos.,nojo
Fiquei furioso com a injustiça na partida.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Havia poeira acumulada em todos os cantos.,nojo
Havia poeira acumulada em todos os cantos.,nojo
Recebi uma resposta grossa de um colega.,raiva
Fui chamado para um evento exclusivo.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
Senti uma energia positiva o dia inteiro.,alegria
Vi um prato mal lavado e perdi o apetite.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Fiquei furioso com a injustiça na partida.,raiva
A paisagem estava tão bonita que me senti em paz.,alegria
O barulho excessivo me tirou do sério.,raiva
Fui chamado para um evento exclusivo.,surpresa
Senti falta de alguém especial durante a noite.,tristeza
Fiquei nervoso durante o exame médico.,medo
Assisti a uma despedida emocionante.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Recebi uma resposta grossa de um colega.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
A tempestade forte me deixou inquieto.,medo
Fiquei furioso com a injustiça na partida.,raiva
Terminei meu projeto e estou orgulhoso.,alegria
Recebi uma encomenda sem aviso prévio.,surpresa
Vi um prato mal lavado e perdi o apetite.,nojo
Encontrei comida estragada no armário.,nojo
Encontrei um velho amigo na rua por acaso.,surpresa
Fiquei nervoso durante o exame médico.,medo
Ganhei um abraço inesperado que me alegrou.,alegria
Perdi minha carteira e fiquei desanimado.,tristeza
Senti uma energia positiva o dia inteiro.,alegria
Descobri uma nova habilidade em mim.,surpresa
Assisti a uma despedida emocionante.,tristeza
Perdi minha carteira e fiquei desanimado.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Senti uma energia positiva o dia inteiro.,alegria
Senti uma energia positiva o dia inteiro.,alegria
Havia poeira acumulada em todos os cantos.,nojo
Ganhei um abraço inesperado que me alegrou.,alegria
Vi um prato mal lavado e perdi o apetite.,nojo
Tive medo de errar na apresentação.,medo
Fiquei nervoso durante o exame médico.,medo
Recebi uma má notícia logo cedo.,tristeza
A tempestade forte me deixou inquieto.,medo
Recebi uma resposta grossa de um colega.,raiva
O cheiro do esgoto era muito forte.,nojo
Tive medo de errar na apresentação.,medo
Ouvi passos atrás de mim e acelerei o passo.,medo
O filme de terror me causou arrepios.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Assisti a uma despedida emocionante.,tristeza
Perdi muito tempo esperando em fila.,raiva
A pia estava cheia de restos de comida.,nojo
Encontrei um velho amigo na rua por acaso.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
A paisagem estava tão bonita que me senti em paz.,alegria
Perdi muito tempo esperando em fila.,raiva
Perdi minha carteira e fiquei desanimado.,tristeza
Fui mal interpretado e isso me irritou.,raiva
Senti falta de alguém especial durante a noite.,tristeza
Recebi uma má notícia logo cedo.,tristeza
Encontrei comida estragada no armário.,nojo
Perdi minha carteira e fiquei desanimado.,tristeza
Ganhei um sorteio inesperadamente.,surpresa
Ouvi passos atrás de mim e acelerei o passo.,medo
A paisagem estava tão bonita que me senti em paz.,alegria
Recebi uma má notícia logo cedo.,tristeza
Me perdi na cidade e fiquei apreensivo.,medo
Fiquei enojado com a cena do filme.,nojo
Tive uma tarde leve e cheia de risos.,alegria
Descobri uma nova habilidade em mim.,surpresa
A tempestade forte me deixou inquieto.,medo
Havia poeira acumulada em todos os cantos.,nojo
Senti uma energia positiva o dia inteiro.,alegria
Ganhei um sorteio inesperadamente.,surpresa
Fiquei furioso com a injustiça na partida.,raiva
Descobri uma nova habilidade em mim.,surpresa
O cheiro do esgoto era muito forte.,nojo
Descobri uma nova habilidade em mim.,surpresa
Assisti a uma despedida emocionante.,tristeza
A tempestade forte me deixou inquieto.,medo
O barulho excessivo me tirou do sério.,raiva
O cheiro do esgoto era muito forte.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
Recebi uma resposta grossa de um colega.,raiva
Me surpreendi ao ver neve pela primeira vez.,surpresa
Senti uma energia positiva o dia inteiro.,alegria
O barulho excessivo me tirou do sério.,raiva
A pia estava cheia de restos de comida.,nojo
O barulho excessivo me tirou do sério.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Tive uma tarde leve e cheia de risos.,alegria
O filme de terror me causou arrepios.,medo
Recebi uma má notícia logo cedo.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Senti falta de alguém especial durante a noite.,tristeza
Encontrei um velho amigo na rua por acaso.,surpresa
Perdi muito tempo esperando em fila.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
Ganhei um sorteio inesperadamente.,surpresa
Fiquei furioso com a injustiça na partida.,raiva
O barulho excessivo me tirou do sério.,raiva
Descobri uma nova habilidade em mim.,surpresa
Senti falta de alguém especial durante a noite.,tristeza
As lembranças antigas me fizeram chorar.,tristeza
Descobri uma nova habilidade em mim.,surpresa
Perdi muito tempo esperando em fila.,raiva
Me surpreendi ao ver neve pela primeira vez.,surpresa
Senti falta de alguém especial durante a noite.,tristeza
Ganhei um abraço inesperado que me alegrou.,alegria
Fiquei nervoso durante o exame médico.,medo
Assisti a uma despedida emocionante.,tristeza
Choveu o dia todo e isso me deixou triste.,tristeza
Encontrei um velho amigo na rua por acaso.,surpresa
A tempestade forte me deixou inquieto.,medo
Tive medo de errar na apresentação.,medo
Ganhei um abraço inesperado que me alegrou.,alegria
As lembranças antigas me fizeram chorar.,tristeza
Ganhei um abraço inesperado que me alegrou.,alegria
Recebi uma má notícia logo cedo.,tristeza
Ouvi passos atrás de mim e acelerei o passo.,medo
Recebi uma encomenda sem aviso prévio.,surpresa
Ouvi passos atrás de mim e acelerei o passo.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Ganhei um sorteio inesperadamente.,surpresa
Ouvi passos atrás de mim e acelerei o passo.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Assisti a uma despedida emocionante.,tristeza
O cheiro do esgoto era muito forte.,nojo
Choveu o dia todo e isso me deixou triste.,tristeza
O filme de terror me causou arrepios.,medo
Descobri uma nova habilidade em mim.,surpresa
Perdi muito tempo esperando em fila.,raiva
O barulho excessivo me tirou do sério.,raiva
Fiquei enojado com a cena do filme.,nojo
Vi um prato mal lavado e perdi o apetite.,nojo
A pia estava cheia de restos de comida.,nojo
Tive uma tarde leve e cheia de risos.,alegria
Fui mal interpretado e isso me irritou.,raiva
Perdi muito tempo esperando em fila.,raiva
A tempestade forte me deixou inquieto.,medo
Encontrei um velho amigo na rua por acaso.,surpresa
Fiquei enojado com a cena do filme.,nojo
Senti falta de alguém especial durante a noite.,tristeza
Tive medo de errar na apresentação.,medo
Senti falta de alguém especial durante a noite.,tristeza
Perdi muito tempo esperando em fila.,raiva
A pia estava cheia de restos de comida.,nojo
Tive medo de errar na apresentação.,medo
Recebi uma má notícia logo cedo.,tristeza
Me perdi na cidade e fiquei apreensivo.,medo
Encontrei comida estragada no armário.,nojo
Recebi uma má notícia logo cedo.,tristeza
Recebi uma resposta grossa de um colega.,raiva
Encontrei comida estragada no armário.,nojo
A pia estava cheia de restos de comida.,nojo
Tive medo de errar na apresentação.,medo
Descobri uma nova habilidade em mim.,surpresa
Perdi muito tempo esperando em fila.,raiva
Encontrei um velho amigo na rua por acaso.,surpresa
Encontrei um velho amigo na rua por acaso.,surpresa
Fui mal interpretado e isso me irritou.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Me ignoraram em uma conversa importante.,raiva
Fui mal interpretado e isso me irritou.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Encontrei comida estragada no armário.,nojo
Vi um prato mal lavado e perdi o apetite.,nojo
Ganhei um abraço inesperado que me alegrou.,alegria
Recebi uma má notícia logo cedo.,tristeza
Descobri uma nova habilidade em mim.,surpresa
Fui chamado para um evento exclusivo.,surpresa
Tive uma tarde leve e cheia de risos.,alegria
Ouvi passos atrás de mim e acelerei o passo.,medo
Ouvi passos atrás de mim e acelerei o passo.,medo
Encontrei comida estragada no armário.,nojo
Me surpreendi ao ver neve pela primeira vez.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
Encontrei comida estragada no armário.,nojo
Fiquei enojado com a cena do filme.,nojo
Havia poeira acumulada em todos os cantos.,nojo
Choveu o dia todo e isso me deixou triste.,tristeza
Tive medo de errar na apresentação.,medo
Descobri uma nova habilidade em mim.,surpresa
Tive medo de errar na apresentação.,medo
Senti falta de alguém especial durante a noite.,tristeza
Senti uma energia positiva o dia inteiro.,alegria
Encontrei comida estragada no armário.,nojo
Assisti a uma despedida emocionante.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Havia poeira acumulada em todos os cantos.,nojo
Fiquei enojado com a cena do filme.,nojo
Recebi uma má notícia logo cedo.,tristeza
Tive medo de errar na apresentação.,medo
Fiquei furioso com a injustiça na partida.,raiva
Ganhei um sorteio inesperadamente.,surpresa
Fui mal interpretado e isso me irritou.,raiva
Recebi uma encomenda sem aviso prévio.,surpresa
Recebi uma encomenda sem aviso prévio.,surpresa
Havia poeira acumulada em todos os cantos.,nojo
Fiquei enojado com a cena do filme.,nojo
A tempestade forte me deixou inquieto.,medo
Encontrei comida estragada no armário.,nojo
A tempestade forte me deixou inquieto.,medo
A paisagem estava tão bonita que me senti em paz.,alegria
O cheiro do esgoto era muito forte.,nojo
Senti falta de alguém especial durante a noite.,tristeza
Tive medo de errar na apresentação.,medo
O barulho excessivo me tirou do sério.,raiva
As lembranças antigas me fizeram chorar.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Ouvi passos atrás de mim e acelerei o passo.,medo
O filme de terror me causou arrepios.,medo
Tive uma tarde leve e cheia de risos.,alegria
Recebi uma má notícia logo cedo.,tristeza
O cheiro do esgoto era muito forte.,nojo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Perdi muito tempo esperando em fila.,raiva
O cheiro do esgoto era muito forte.,nojo
Me perdi na cidade e fiquei apreensivo.,medo
Encontrei um velho amigo na rua por acaso.,surpresa
Tive uma tarde leve e cheia de risos.,alegria
Fiquei nervoso durante o exame médico.,medo
O barulho excessivo me tirou do sério.,raiva
Hoje acordei sorrindo à toa.,alegria
Me perdi na cidade e fiquei apreensivo.,medo
Fui chamado para um evento exclusivo.,surpresa
Me ignoraram em uma conversa importante.,raiva
Assisti a uma despedida emocionante.,tristeza
Ganhei um sorteio inesperadamente.,surpresa
Me ignoraram em uma conversa importante.,raiva
Fiquei enojado com a cena do filme.,nojo
Fui mal interpretado e isso me irritou.,raiva
Havia poeira acumulada em todos os cantos.,nojo
Tive uma tarde leve e cheia de risos.,alegria
A pia estava cheia de restos de comida.,nojo
Recebi uma resposta grossa de um colega.,raiva
Me surpreendi ao ver neve pela primeira vez.,surpresa
Vi um prato mal lavado e perdi o apetite.,nojo
Recebi uma resposta grossa de um colega.,raiva
Assisti a uma despedida emocionante.,tristeza
As lembranças antigas me fizeram chorar.,tristeza
O filme de terror me causou arrepios.,medo
Ganhei um abraço inesperado que me alegrou.,alegria
Fiquei furioso com a injustiça na partida.,raiva
A paisagem estava tão bonita que me senti em paz.,alegria
Ganhei um sorteio inesperadamente.,surpresa
A tempestade forte me deixou inquieto.,medo
Fiquei enojado com a cena do filme.,nojo
A tempestade forte me deixou inquieto.,medo
A tempestade forte me deixou inquieto.,medo
Recebi uma encomenda sem aviso prévio.,surpresa
Havia poeira acumulada em todos os cantos.,nojo
Terminei meu projeto e estou orgulhoso.,alegria
Descobri uma nova habilidade em mim.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
Assisti a uma despedida emocionante.,tristeza
Hoje acordei sorrindo à toa.,alegria
A pia estava cheia de restos de comida.,nojo
Fiquei nervoso durante o exame médico.,medo
O filme de terror me causou arrepios.,medo
Me ignoraram em uma conversa importante.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
Recebi uma má notícia logo cedo.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Terminei meu projeto e estou orgulhoso.,alegria
Terminei meu projeto e estou orgulhoso.,alegria
Fiquei nervoso durante o exame médico.,medo
Ganhei um abraço inesperado que me alegrou.,alegria
Perdi minha carteira e fiquei desanimado.,tristeza
Tive uma tarde leve e cheia de risos.,alegria
Choveu o dia todo e isso me deixou triste.,tristeza
Descobri uma nova habilidade em mim.,surpresa
A tempestade forte me deixou inquieto.,medo
Descobri uma nova habilidade em mim.,surpresa
Recebi uma encomenda sem aviso prévio.,surpresa
A pia estava cheia de restos de comida.,nojo
Recebi uma má notícia logo cedo.,tristeza
Assisti a uma despedida emocionante.,tristeza
Senti uma energia positiva o dia inteiro.,alegria
Me surpreendi ao ver neve pela primeira vez.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Descobri uma nova habilidade em mim.,surpresa
Assisti a uma despedida emocionante.,tristeza
Ganhei um sorteio inesperadamente.,surpresa
Hoje acordei sorrindo à toa.,alegria
Ganhei um abraço inesperado que me alegrou.,alegria
Terminei meu projeto e estou orgulhoso.,alegria
As lembranças antigas me fizeram chorar.,tristeza
Perdi muito tempo esperando em fila.,raiva
Terminei meu projeto e estou orgulhoso.,alegria
Recebi uma resposta grossa de um colega.,raiva
Assisti a uma despedida emocionante.,tristeza
Descobri uma nova habilidade em mim.,surpresa
Recebi uma encomenda sem aviso prévio.,surpresa
Hoje acordei sorrindo à toa.,alegria
Tive uma tarde leve e cheia de risos.,alegria
Tive medo de errar na apresentação.,medo
Senti uma energia positiva o dia inteiro.,alegria
Ouvi passos atrás de mim e acelerei o passo.,medo
A pia estava cheia de restos de comida.,nojo
Encontrei um velho amigo na rua por acaso.,surpresa
O filme de terror me causou arrepios.,medo
Fiquei furioso com a injustiça na partida.,raiva
Senti falta de alguém especial durante a noite.,tristeza
Senti falta de alguém especial durante a noite.,tristeza
Hoje acordei sorrindo à toa.,alegria
Ganhei um abraço inesperado que me alegrou.,alegria
Tive uma tarde leve e cheia de risos.,alegria
Fui mal interpretado e isso me irritou.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
Tive medo de errar na apresentação.,medo
Recebi uma má notícia logo cedo.,tristeza
Fui chamado para um evento exclusivo.,surpresa
Recebi uma má notícia logo cedo.,tristeza
Senti falta de alguém especial durante a noite.,tristeza
Fui chamado para um evento exclusivo.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Perdi muito tempo esperando em fila.,raiva
Senti uma energia positiva o dia inteiro.,alegria
Fui chamado para um evento exclusivo.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
Fiquei enojado com a cena do filme.,nojo
Recebi uma resposta grossa de um colega.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
A paisagem estava tão bonita que me senti em paz.,alegria
Me perdi na cidade e fiquei apreensivo.,medo
Fui mal interpretado e isso me irritou.,raiva
Ganhei um sorteio inesperadamente.,surpresa
Fiquei enojado com a cena do filme.,nojo
A tempestade forte me deixou inquieto.,medo
Recebi uma má notícia logo cedo.,tristeza
Fui chamado para um evento exclusivo.,surpresa
Perdi minha carteira e fiquei desanimado.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Recebi uma encomenda sem aviso prévio.,surpresa
Perdi muito tempo esperando em fila.,raiva
Senti falta de alguém especial durante a noite.,tristeza
As lembranças antigas me fizeram chorar.,tristeza
Me perdi na cidade e fiquei apreensivo.,medo
Perdi muito tempo esperando em fila.,raiva
Fiquei nervoso durante o exame médico.,medo
A pia estava cheia de restos de comida.,nojo
Vi um prato mal lavado e perdi o apetite.,nojo
Ganhei um sorteio inesperadamente.,surpresa
As lembranças antigas me fizeram chorar.,tristeza
A pia estava cheia de restos de comida.,nojo
Choveu o dia todo e isso me deixou triste.,tristeza
Fui chamado para um evento exclusivo.,surpresa
Encontrei um velho amigo na rua por acaso.,surpresa
Tive uma tarde leve e cheia de risos.,alegria
Havia poeira acumulada em todos os cantos.,nojo
A pia estava cheia de restos de comida.,nojo
Senti uma energia positiva o dia inteiro.,alegria
Recebi uma encomenda sem aviso prévio.,surpresa
Recebi uma resposta grossa de um colega.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
Recebi uma resposta grossa de um colega.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
Choveu o dia todo e isso me deixou triste.,tristeza
A paisagem estava tão bonita que me senti em paz.,alegria
Tive uma tarde leve e cheia de risos.,alegria
Perdi minha carteira e fiquei desanimado.,tristeza
Tive medo de errar na apresentação.,medo
As lembranças antigas me fizeram chorar.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
Me surpreendi ao ver neve pela primeira vez.,surpresa
Me surpreendi ao ver neve pela primeira vez.,surpresa
Me perdi na cidade e fiquei apreensivo.,medo
A tempestade forte me deixou inquieto.,medo
Fiquei enojado com a cena do filme.,nojo
Perdi muito tempo esperando em fila.,raiva
Recebi uma resposta grossa de um colega.,raiva
Fiquei enojado com a cena do filme.,nojo
A tempestade forte me deixou inquieto.,medo
Choveu o dia todo e isso me deixou triste.,tristeza
Recebi uma resposta grossa de um colega.,raiva
O barulho excessivo me tirou do sério.,raiva
Fui mal interpretado e isso me irritou.,raiva
Fiquei furioso com a injustiça na partida.,raiva
Encontrei comida estragada no armário.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Fui chamado para um evento exclusivo.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Fiquei nervoso durante o exame médico.,medo
Descobri uma nova habilidade em mim.,surpresa
Perdi minha carteira e fiquei desanimado.,tristeza
Senti uma energia positiva o dia inteiro.,alegria
Descobri uma nova habilidade em mim.,surpresa
Senti uma energia positiva o dia inteiro.,alegria
A tempestade forte me deixou inquieto.,medo
Havia poeira acumulada em todos os cantos.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
Assisti a uma despedida emocionante.,tristeza
Assisti a uma despedida emocionante.,tristeza
Ganhei um sorteio inesperadamente.,surpresa
Perdi muito tempo esperando em fila.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
Recebi uma resposta grossa de um colega.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Perdi muito tempo esperando em fila.,raiva
Fiquei nervoso durante o exame médico.,medo
O filme de terror me causou arrepios.,medo
Me ignoraram em uma conversa importante.,raiva
Perdi muito tempo esperando em fila.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
Fiquei furioso com a injustiça na partida.,raiva
Fui chamado para um evento exclusivo.,surpresa
Perdi minha carteira e fiquei desanimado.,tristeza
Perdi muito tempo esperando em fila.,raiva
Tive uma tarde leve e cheia de risos.,alegria
Havia poeira acumulada em todos os cantos.,nojo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Choveu o dia todo e isso me deixou triste.,tristeza
A paisagem estava tão bonita que me senti em paz.,alegria
Recebi uma má notícia logo cedo.,tristeza
O filme de terror me causou arrepios.,medo
A tempestade forte me deixou inquieto.,medo
Fui mal interpretado e isso me irritou.,raiva
A paisagem estava tão bonita que me senti em paz.,alegria
O barulho excessivo me tirou do sério.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
O barulho excessivo me tirou do sério.,raiva
Ganhei um sorteio inesperadamente.,surpresa
Fiquei furioso com a injustiça na partida.,raiva
Recebi uma encomenda sem aviso prévio.,surpresa
Hoje acordei sorrindo à toa.,alegria
Ganhei um abraço inesperado que me alegrou.,alegria
Me surpreendi ao ver neve pela primeira vez.,surpresa
Vi um prato mal lavado e perdi o apetite.,nojo
Choveu o dia todo e isso me deixou triste.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
Havia poeira acumulada em todos os cantos.,nojo
Recebi uma encomenda sem aviso prévio.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Recebi uma resposta grossa de um colega.,raiva
Fui chamado para um evento exclusivo.,surpresa
Me perdi na cidade e fiquei apreensivo.,medo
Senti falta de alguém especial durante a noite.,tristeza
Fiquei furioso com a injustiça na partida.,raiva
Terminei meu projeto e estou orgulhoso.,alegria
Vi um prato mal lavado e perdi o apetite.,nojo
Havia poeira acumulada em todos os cantos.,nojo
Perdi minha carteira e fiquei desanimado.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Hoje acordei sorrindo à toa.,alegria
Perdi muito tempo esperando em fila.,raiva
Fiquei furioso com a injustiça na partida.,raiva
Recebi uma resposta grossa de um colega.,raiva
Fiquei enojado com a cena do filme.,nojo
Havia poeira acumulada em todos os cantos.,nojo
A pia estava cheia de restos de comida.,nojo
O barulho excessivo me tirou do sério.,raiva
Recebi uma má notícia logo cedo.,tristeza
Fiquei furioso com a injustiça na partida.,raiva
Tive medo de errar na apresentação.,medo
Fui chamado para um evento exclusivo.,surpresa
As lembranças antigas me fizeram chorar.,tristeza
A pia estava cheia de restos de comida.,nojo
Terminei meu projeto e estou orgulhoso.,alegria
Fiquei nervoso durante o exame médico.,medo
Fiquei enojado com a cena do filme.,nojo
Fui chamado para um evento exclusivo.,surpresa
Choveu o dia todo e isso me deixou triste.,tristeza
As lembranças antigas me fizeram chorar.,tristeza
Encontrei comida estragada no armário.,nojo
Choveu o dia todo e isso me deixou triste.,tristeza
O cheiro do esgoto era muito forte.,nojo
Fiquei nervoso durante o exame médico.,medo
A tempestade forte me deixou inquieto.,medo
As lembranças antigas me fizeram chorar.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
O barulho excessivo me tirou do sério.,raiva
O cheiro do esgoto era muito forte.,nojo
Hoje acordei sorrindo à toa.,alegria
Ganhei um abraço inesperado que me alegrou.,alegria
Me ignoraram em uma conversa importante.,raiva
Fui chamado para um evento exclusivo.,surpresa
Encontrei comida estragada no armário.,nojo
Me ignoraram em uma conversa importante.,raiva
Descobri uma nova habilidade em mim.,surpresa
Fiquei furioso com a injustiça na partida.,raiva
O filme de terror me causou arrepios.,medo
Terminei meu projeto e estou orgulhoso.,alegria
Ganhei um sorteio inesperadamente.,surpresa
Senti falta de alguém especial durante a noite.,tristeza
Tive uma tarde leve e cheia de risos.,alegria
Encontrei um velho amigo na rua por acaso.,surpresa
Descobri uma nova habilidade em mim.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Choveu o dia todo e isso me deixou triste.,tristeza
Fui chamado para um evento exclusivo.,surpresa
As lembranças antigas me fizeram chorar.,tristeza
Fui mal interpretado e isso me irritou.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Havia poeira acumulada em todos os cantos.,nojo
Choveu o dia todo e isso me deixou triste.,tristeza
A tempestade forte me deixou inquieto.,medo
Encontrei um velho amigo na rua por acaso.,surpresa
Tive uma tarde leve e cheia de risos.,alegria
O cheiro do esgoto era muito forte.,nojo
Encontrei um velho amigo na rua por acaso.,surpresa
Choveu o dia todo e isso me deixou triste.,tristeza
Fui mal interpretado e isso me irritou.,raiva
Hoje acordei sorrindo à toa.,alegria
Fiquei nervoso durante o exame médico.,medo
Encontrei um velho amigo na rua por acaso.,surpresa
Fiquei furioso com a injustiça na partida.,raiva
Ganhei um sorteio inesperadamente.,surpresa
Recebi uma resposta grossa de um colega.,raiva
Assisti a uma despedida emocionante.,tristeza
Recebi uma resposta grossa de um colega.,raiva
Fiquei enojado com a cena do filme.,nojo
Fiquei enojado com a cena do filme.,nojo
Assisti a uma despedida emocionante.,tristeza
Perdi muito tempo esperando em fila.,raiva
O filme de terror me causou arrepios.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Hoje acordei sorrindo à toa.,alegria
A pia estava cheia de restos de comida.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
Encontrei um velho amigo na rua por acaso.,surpresa
Descobri uma nova habilidade em mim.,surpresa
Encontrei um velho amigo na rua por acaso.,surpresa
Fiquei enojado com a cena do filme.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Me surpreendi ao ver neve pela primeira vez.,surpresa
A tempestade forte me deixou inquieto.,medo
Fiquei enojado com a cena do filme.,nojo
Vi um prato mal lavado e perdi o apetite.,nojo
O filme de terror me causou arrepios.,medo
A pia estava cheia de restos de comida.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
Recebi uma resposta grossa de um colega.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Terminei meu projeto e estou orgulhoso.,alegria
Fiquei enojado com a cena do filme.,nojo
Descobri uma nova habilidade em mim.,surpresa
Havia poeira acumulada em todos os cantos.,nojo
A tempestade forte me deixou inquieto.,medo
As lembranças antigas me fizeram chorar.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Tive uma tarde leve e cheia de risos.,alegria
Ganhei um sorteio inesperadamente.,surpresa
O barulho excessivo me tirou do sério.,raiva
